      Step     Time          Energy          fmax
FIRE:    0 08:18:22     -200.948328       19.923213
FIRE:    1 08:18:23     -204.389700        3.788302
FIRE:    2 08:18:24     -205.494218        7.139755
FIRE:    3 08:18:25     -205.588762        5.947175
FIRE:    4 08:18:26     -205.758607        4.919930
FIRE:    5 08:18:26     -206.090257        7.867263
FIRE:    6 08:18:27     -206.762380        8.554081
FIRE:    7 08:18:28     -207.807965        6.504722
FIRE:    8 08:18:29     -209.022446        4.193935
FIRE:    9 08:18:30     -210.160347        4.821930
FIRE:   10 08:18:31     -211.165506        4.454261
FIRE:   11 08:18:32     -211.997218        3.431020
FIRE:   12 08:18:33     -212.759078        4.022679
FIRE:   13 08:18:33     -213.539182        4.172004
FIRE:   14 08:18:34     -214.332771        3.172571
FIRE:   15 08:18:35     -215.080131        2.454398
FIRE:   16 08:18:36     -215.747456        2.494673
FIRE:   17 08:18:37     -216.342530        2.224869
FIRE:   18 08:18:38     -216.888290        1.778986
FIRE:   19 08:18:39     -217.412879        1.518200
FIRE:   20 08:18:40     -217.940260        1.622858
FIRE:   21 08:18:40     -218.489709        2.445599
FIRE:   22 08:18:41     -219.098876        3.829672
FIRE:   23 08:18:42     -219.824623        5.426268
FIRE:   24 08:18:43     -220.668567        6.437911
FIRE:   25 08:18:44     -221.557134        6.071809
FIRE:   26 08:18:45     -222.415768        4.787512
FIRE:   27 08:18:46     -223.146957        4.066680
FIRE:   28 08:18:47     -223.720675        4.085578
FIRE:   29 08:18:48     -224.194365        3.372862
FIRE:   30 08:18:48     -224.580686        2.273421
FIRE:   31 08:18:49     -224.870748        1.860487
FIRE:   32 08:18:50     -225.071709        1.523882
FIRE:   33 08:18:51     -225.206888        1.590084
FIRE:   34 08:18:52     -225.304518        1.425698
FIRE:   35 08:18:53     -225.378610        1.137853
FIRE:   36 08:18:54     -225.624304        0.849142
FIRE:   37 08:18:55     -225.801797        0.539152
FIRE:   38 08:18:55     -225.887741        0.593256
FIRE:   39 08:18:56     -225.962779        0.828596
FIRE:   40 08:18:57     -226.051513        0.927626
FIRE:   41 08:18:58     -226.157770        0.795080
FIRE:   42 08:18:59     -226.228162        0.646446
FIRE:   43 08:19:00     -226.294949        0.551805
FIRE:   44 08:19:01     -226.360235        0.561340
FIRE:   45 08:19:01     -226.422116        0.571822
FIRE:   46 08:19:02     -226.478341        0.563211
FIRE:   47 08:19:03     -226.527556        0.505684
FIRE:   48 08:19:04     -226.570071        0.413492
FIRE:   49 08:19:05     -226.608888        0.397135
FIRE:   50 08:19:06     -226.648240        0.704678
FIRE:   51 08:19:07     -226.687703        0.842100
FIRE:   52 08:19:08     -226.721453        0.692447
FIRE:   53 08:19:09     -226.745668        0.355159
FIRE:   54 08:19:09     -226.762296        0.307776
FIRE:   55 08:19:10     -226.774668        0.258822
FIRE:   56 08:19:11     -226.783309        0.331100
FIRE:   57 08:19:12     -226.786999        0.332801
FIRE:   58 08:19:13     -226.801121        0.118512
FIRE:   59 08:19:14     -226.808191        0.290830
FIRE:   60 08:19:15     -226.808728        0.110264
FIRE:   61 08:19:15     -226.804793        0.142656
FIRE:   62 08:19:16     -226.805731        0.096367
