path_id,image_index_qe,variant,job_id,ionic_step,energy_eV,energy_above_current_final_eV,max_atom_force_eV_A,total_force_eV_A,cumulative_scf_iterations
1-6,2,direct,30851800,0,-133598.39726438423,2.8998344374704175,0.022782947375715006,0.7274679885875823,31
1-6,2,direct,30851800,1,-133598.4080595493,2.8890392723842524,0.03528853797819959,0.7144067834485955,40
1-6,2,direct,30851800,2,-133598.41988861104,2.877210210659541,0.007037089333338881,0.7054336326739766,51
1-6,2,direct,30851800,3,-133598.43774254576,2.8593562759342603,0.012082265730206905,0.6947892647063771,63
1-6,2,direct,30851800,4,-133598.4644778688,2.832620952889556,0.0030230146974527987,0.6830650333217749,81
1-6,2,direct,30851800,5,-133598.50401165918,2.7930871625139844,0.01041241387807552,0.6726777756915571,98
1-6,2,direct,30851800,6,-133598.56139652713,2.7357022945652716,0.006761579636877445,0.6692839192381195,116
1-6,2,direct,30851800,7,-133598.64249679848,2.6546020232199226,0.0034212698781183773,0.6947892647063771,136
1-6,2,direct,30851800,8,-133598.7537970826,2.5433017390896566,0.00848514901259552,0.7952165624876417,156
1-6,2,direct,30851800,9,-133598.88840555176,2.408693269942887,0.005671455338604135,1.0229906103740272,177
1-6,2,direct,30851800,10,-133599.00868001505,2.2884188066527713,0.009816597811279984,1.4567100385030978,198
1-6,2,direct,30851800,11,-133599.05405350498,2.243045316718053,0.020121448229123873,1.5805343769860907,216
1-6,2,direct,30851800,12,-133599.13656182948,2.1605369922181126,0.013003194818296994,1.446297069839142,234
1-6,2,direct,30851800,13,-133599.24660195434,2.0504968673631083,0.010768280134403362,1.2789953733049155,252
1-6,2,direct,30851800,14,-133599.3800404699,1.9170583517989144,0.012490438822281725,1.5236872813910123,270
1-6,2,direct,30851800,15,-133599.42981580977,1.8672830119321588,0.017863773362513758,1.5079007066757801,286
1-6,2,direct,30851800,16,-133599.4910712253,1.806027596408967,0.015801096321750103,1.3834078813155952,302
1-6,2,direct,30851800,17,-133599.58136744855,1.7157313731440809,0.01258341337447276,1.1727573818988264,319
1-6,2,direct,30851800,18,-133599.67614021696,1.6209586047334597,0.010530290007733924,1.2663198336720012,418
1-6,2,direct,30851800,19,-133599.71126358586,1.585835235833656,0.01632000798056228,1.2920822894776405,436
1-6,2,direct,30851800,20,-133599.75376300918,1.5433358125155792,0.019210719098753142,1.2072615891754408,448
1-6,2,direct,30851800,21,-133599.8106141258,1.4864846958953422,0.008425975689118312,1.0618656933861297,466
1-6,2,direct,30851800,22,-133599.87499844257,1.4221003791317344,0.013170186962542149,1.0078468115022492,483
1-6,2,direct,30851800,23,-133599.92253727856,1.374561543139862,0.015997284072292048,1.2078015208839423,500
1-6,2,direct,30851800,24,-133599.95483107146,1.342267750238534,0.0021059839776831533,1.1784138093212222,518
1-6,2,direct,30851800,25,-133599.99514528443,1.3019535372732207,0.013005412665946873,1.0369002796263733,532
1-6,2,direct,30851800,26,-133600.0411868139,1.2559120077930856,0.012349441220641,0.8561260014133497,546
1-6,2,direct,30851800,27,-133600.0813119077,1.2157869139919057,0.00614165794025906,0.7998702595942491,564
1-6,2,direct,30851800,28,-133600.09750866905,1.1995901526533999,0.006546683510921822,0.8419335107898837,582
1-6,2,direct,30851800,29,-133600.12920231483,1.1678965068713296,0.008566314495168863,0.8758463642905207,599
1-6,2,direct,30851800,30,-133600.1600083252,1.1370904964860529,0.013409944488710692,0.7824896007872509,616
1-6,2,direct,30851800,31,-133600.18463027594,1.1124685457616579,0.009204220461217093,0.6313601444743293,631
1-6,2,direct,30851800,32,-133600.19751568366,1.0995831380423624,0.00412675837460505,0.5810950735162207,648
1-6,2,direct,30851800,33,-133600.2109869525,1.0861118691973388,0.009999126528671444,0.5889112277726222,660
1-6,2,direct,30851800,34,-133600.22517007127,1.071928750432562,0.012033960943865997,0.6249580970735266,675
1-6,2,direct,30851800,35,-133600.23954448604,1.057554335653549,0.008732214027210302,0.5951590089709957,692
1-6,2,direct,30851800,36,-133600.25331412777,1.0437846939312294,0.013417968724214496,0.5348923458887419,709
1-6,2,direct,30851800,37,-133600.2638835744,1.033215247298358,0.0051574199144553325,0.5351494562261234,727
1-6,2,direct,30851800,38,-133600.27411668832,1.022982133377809,0.005526923716207049,0.5639715250466042,741
1-6,2,direct,30851800,39,-133600.2864080715,1.010690750204958,0.005365548384583243,0.557646610747016,755
1-6,2,direct,30851800,40,-133600.29730228602,0.9997965356742498,0.007546192348596366,0.48149052881457743,772
1-6,2,direct,30851800,41,-133600.30571006017,0.9913887615257408,0.009568013162504737,0.4146932631628301,786
1-6,2,direct,30851800,42,-133600.31148486055,0.9856139611511026,0.0054282581263294955,0.3866682363882325,802
1-6,2,direct,30851800,43,-133600.317247824,0.9798509977117646,0.009750291606598762,0.39011351490914636,816
1-6,2,direct,30851800,44,-133600.32329174498,0.9738070767198224,0.006933192001537108,0.4050773365447572,828
1-6,2,direct,30851800,45,-133600.33055772935,0.9665410923480522,0.01011477782294901,0.44181840375659204,842
1-6,2,direct,30851800,46,-133600.3384273983,0.9586714234028477,0.00512367886939087,0.4962743732140211,859
1-6,2,direct,30851800,47,-133600.34820281668,0.9488960050221067,0.005260776583015544,0.5509360309413556,876
1-6,2,direct,30851800,48,-133600.3602122899,0.9368865317956079,0.011009785090244001,0.5762099771059698,893
1-6,2,direct,30851800,49,-133600.37344818027,0.9236506414308678,0.008264752206427587,0.6151107711518102,911
1-6,2,direct,30851800,50,-133600.3876936131,0.9094052086002193,0.026951114896629536,0.6740661715134179,934
1-6,2,direct,30851800,51,-133600.3961623407,0.9009364809899125,0.02318339075526394,0.5484163496350155,943
1-6,2,direct,30851800,52,-133600.40368832988,0.8934104918153025,0.006143508859301654,0.4403528748335167,954
1-6,2,direct,30851800,53,-133600.41217175167,0.8849270700302441,0.006337586973427826,0.32691579398074183,969
1-6,2,direct,30851800,54,-133600.419827267,0.8772715546947438,0.008960450511209347,0.3065269442263786,984
1-6,2,direct,30851800,55,-133600.42354624716,0.8735525745432824,0.006298674215501944,0.352035473942927,996
1-6,2,direct,30851800,56,-133600.42763911176,0.8694597099383827,0.003288862032979092,0.36442819220472156,1008
1-6,2,direct,30851800,57,-133600.43215103174,0.8649477899598423,0.004889778087989554,0.3416996383801855,1020
1-6,2,direct,30851800,58,-133600.4383184924,0.8587803292903118,0.008542774194057145,0.3287412773761514,1035
1-6,2,direct,30851800,59,-133600.44384553313,0.853253288572887,0.005022497896390634,0.39654127334368705,1052
1-6,2,direct,30851800,60,-133600.44935420615,0.8477446155447979,0.01003182035025789,0.46680952855008634,1068
1-6,2,direct,30851800,61,-133600.4563024976,0.8407963241043035,0.006167293282619823,0.5109810845122503,1085
1-6,2,direct,30851800,62,-133600.46701874965,0.8300800720462576,0.008896837093125779,0.5476193075891325,1102
1-6,2,direct,30851800,63,-133600.4812526176,0.8158462040883023,0.006690698071257047,0.5982700440533135,1120
1-6,2,direct,30851800,64,-133600.49716910167,0.7999297200294677,0.006221355978436446,0.6684611661584984,1139
1-6,2,direct,30851800,65,-133600.50999641308,0.7871024086198304,0.0029379091591103636,0.6740661715134179,1157
1-6,2,direct,30851800,66,-133600.526882847,0.7702159746841062,0.010134245230176642,0.7028882403338985,1173
1-6,2,direct,30851800,67,-133600.54791071784,0.7491881038586143,0.0032359593793655278,0.7928254363499925,1191
1-6,2,direct,30851800,68,-133600.5742940616,0.722804760094732,0.007482691531046442,0.9264456786872254,1209
1-6,2,direct,30851800,69,-133600.60422128026,0.6928775414417032,0.012009514158734712,0.9686374850515507,1226
1-6,2,direct,30851800,70,-133600.63528675117,0.66181207052432,0.01441844909012269,0.895001084425452,1242
1-6,2,direct,30851800,71,-133600.6688832892,0.6282155324879568,0.0035961804969193525,0.7974020003553856,1261
1-6,2,direct,30851800,72,-133600.69006748946,0.6070313322416041,0.002624522340129448,0.7569842553189934,1278
1-6,2,direct,30851800,73,-133600.7112416215,0.5858572002034634,0.006513703988633181,0.7508907403230487,1295
1-6,2,direct,30851800,74,-133600.7308890587,0.5662097629974596,0.01044586472225678,0.7472654845659678,1311
1-6,2,direct,30851800,75,-133600.74858190207,0.5485169196326751,0.005213589549567533,0.6505919977104752,1329
1-6,2,direct,30851800,76,-133600.764691723,0.5324070987117011,0.007801491023293645,0.5122666361991585,1345
1-6,2,direct,30851800,77,-133600.77455598657,0.5225428351259325,0.01276156773868553,0.4702805181047384,1361
1-6,2,direct,30851800,78,-133600.78349234187,0.5136064798280131,0.014602907508150971,0.42646891661490877,1376
1-6,2,direct,30851800,79,-133600.79161970265,0.5054791190486867,0.006054248011154799,0.3553264862614119,1393
1-6,2,direct,30851800,80,-133600.79647856776,0.5006202539370861,0.007924765100509238,0.30318450984041745,1405
1-6,2,direct,30851800,81,-133600.799652912,0.49744590968475677,0.0061997285899060405,0.27173991557864413,1417
1-6,2,direct,30851800,82,-133600.8025242575,0.4945745641889516,0.002710006220506793,0.23890692549501005,1429
1-6,2,direct,30851800,83,-133600.80508294416,0.4920158775348682,0.006572001462905383,0.20681955538978272,1445
1-6,2,direct,30851800,84,-133600.80678909807,0.49030972362379543,0.005378108055741319,0.19013309449371496,1459
1-6,2,direct,30851800,85,-133600.80810517678,0.4889936449180823,0.003887421670045647,0.18149418715769222,1475
1-6,2,direct,30851800,86,-133600.80943404482,0.4876647768833209,0.004198998016121108,0.1756063604316529,1491
1-6,2,direct,30851800,87,-133600.81094468493,0.48615413677180186,0.004099944330341452,0.17912877205378122,1507
1-6,2,direct,30851800,88,-133600.8124664817,0.48463233999791555,0.004460852750248158,0.19319270750855635,1523
1-6,2,direct,30851800,89,-133600.81397902663,0.48311979506979696,0.0037757905922291704,0.2058682471414707,1539
1-6,2,direct,30851800,90,-133600.81574667827,0.4813521434261929,0.0031144982902076798,0.215227063422162,1556
