      0.0000000000      0.0000000000      0.0601221093
      0.1081302120      0.3551130446      0.0876831261
      0.2211027018      0.7166563958      0.1590880533
      0.3429653910      0.8794281397      0.1526291059
      0.4498454664      1.6816786774      0.1249395857
      0.5487608755      1.6910526103      0.1511820593
      0.6575524625      0.8928744887      0.1790344126
      0.7792901078      0.7419562177      0.2318307794
      0.8913943383      0.3515006920      0.1047797498
      1.0000000000      0.0228557336      0.1738229901
