      0.0000000000      0.0000000000      0.2186021574
      0.0392348415     -0.3690699597      0.2035473362
      0.1229869075     -0.6640304837      1.9611039340
      0.3525749354      1.6311469427      3.0471789643
      0.5148282060      4.9202768620      3.2168708111
      0.6224986487      7.5469032485      2.4821437011
      0.7579457212      1.1650015790      3.0487019730
      0.9244127643     -0.0344471042      1.2327130740
      0.9522339768     -0.6251853078      0.1597525831
      1.0000000000     -1.0500000514      0.0835275135
