time_ps,hfacf_FT - 600K,hfacf_FT - Multi-T,hfacf_Foundation,hfacf_Scratch
0.0,1.0,1.0,1.0,1.0
0.2,-0.010755259021053365,-0.026390217326657986,0.021887952498676175,-0.05350867482587065
0.4,-0.02478263080639491,-0.026964211830365587,-0.03372508172749808,-0.0059655111051390266
0.6,0.01971649513854172,-0.032515238906185163,-0.0235186484104673,-0.013548403995072943
0.8,-0.011429403774189025,-0.02014490423431401,-0.02509905551135308,0.014906320138286619
1.0,0.001785263724034936,0.0301434190294259,0.0018124636848990232,-0.01849438247308637
1.2,-0.002218685352790539,-0.029526619989260414,-0.03525151751785946,0.014197002006402892
1.4,-0.0004244153467511842,-0.002629479421188062,-0.011678725832472037,-0.004002019798315472
1.6,0.010248473173676447,-0.011184486210283602,-0.004972149018998704,0.028071555457368322
1.8,0.025794120941947257,-0.024603680362285055,-0.010403477732670002,-0.007603967737880257
2.0,-0.0370521171579682,0.034070318001275475,-0.005864281208074153,-0.025332559296092363
2.2,0.006531271921368649,0.006260403769481268,-0.02272334589328638,-0.03206986163608084
2.4,-0.008703645060363516,-0.004479695388647467,0.004401497655965895,-0.03098223218713161
2.6,-0.01751890447603305,0.0013982152492205812,0.016580183302575265,-0.0007478339866203142
2.8,0.02162984075465406,-0.0042558756998307724,0.024398726416613243,-0.03055788488793604
3.0,-0.00019211165738991046,0.0016175632225268234,-0.01771077297786847,0.004735632866299611
3.2,0.038678086733478355,0.003642455999766371,-0.03355354092523246,-0.027126695549476276
3.4,0.018594831661913162,0.011202253791700742,-0.026465185066488938,0.05109727487240862
3.6,0.015865587153846315,0.005891266702902353,0.02535667124331209,-0.04935716306185625
3.8,0.0009933072673927246,-0.003977858438485617,0.02748380653188055,0.008570834222223824
4.0,-0.008551584358253305,0.039236853644392056,-0.006681357458455349,0.02359354557514504
4.2,0.0037901823272407198,0.01236840286239655,0.002459772030865899,-0.015554779100649415
4.4,-0.03375953099947582,0.007091479938604886,0.00020353192652521087,0.012060437023039945
4.6,0.010144729726479864,-0.010006648690801201,-0.03373469358922599,0.00855492306091845
4.8,0.012388005568296645,-0.012914146025947504,-0.023632945751314072,0.0159587595776652
5.0,0.020621126348118277,0.0130439656537034,0.004755899110407542,0.020876547633278755
5.2,-0.04169259728579915,-0.0032193588574761654,-0.010139734853923573,0.013020494283460408
5.4,-0.013052468760926179,-0.02412747971699967,-0.01116832250066116,0.020825142918191306
5.6,-0.016892006098824075,0.0011003275617787577,-0.012913685798508249,-0.011427131607483118
5.8,-0.014947837235008768,-0.020567188257237894,0.018440318308805465,-0.009695726794942815
6.0,-0.017866895121579338,-0.021954695434423185,0.012614862598908282,0.029507942839734777
6.2,-0.02912299572406478,0.014711308721665517,-0.022192909439097363,0.02073927246095093
6.4,0.025456979771275163,-0.007557585652434417,-0.020414398658636104,0.011136477686414079
6.6,0.005147831408009434,0.002916783001699404,0.003603802245090333,0.010736945884893762
6.8,0.028666295390066224,0.005308784621377371,-0.005369960939501068,0.01249295302080413
7.0,0.009750509966377824,0.0041120389167957115,0.0010420716707168706,-0.008864673968002626
7.2,0.008465064664620697,0.02758574228590133,0.004027270792276515,-0.0032876625764959554
7.4,0.04213859749986395,0.020942592108664365,-0.002621052886316732,-0.018418200932233057
7.6,-0.005288669444778818,0.009558222947984788,-0.011308146417392058,-0.000629323433130859
7.8,-0.028501993946277334,-0.003023165684646374,0.026297993531390798,0.019900328946631855
8.0,0.009525397253868854,0.0012941922398838832,0.022534096969782386,0.005002805477780178
8.2,-0.016043548318040952,0.009144296043609374,-0.022620856171452985,0.012835515929823479
8.4,0.01745625754043174,-0.004351226881679374,-0.01350001142560999,0.011575068204585974
8.6,0.023544095518242728,-0.007971479772156518,-0.02143312238489155,-0.028699862600448017
8.8,0.020960758501558253,0.012406803115395257,-0.02067491925581878,-0.026660894082372637
9.0,0.01382407202480865,-0.02152686914605916,-0.018378906830213284,-0.0029756446258564218
9.2,-0.0026140914399025383,0.011307527272053133,-0.028933071067255307,-0.032958745061951206
9.4,-0.004368580133746503,0.023494100339473554,-0.009116921918618162,0.016738024408651787
9.6,-0.004285669812045718,-0.004098967647743708,0.016759666883288067,-0.021012497851386508
9.8,-0.020578350462753282,-0.013980730388145837,0.006379054373425306,-0.016043582552303395
10.0,-0.017273504403840546,-0.052791906956402436,-0.010682480030868302,0.016749993969937996
10.2,-0.001078543333648001,0.023941873396180938,0.04840340319887106,0.021452209369231794
10.4,-0.013369003736118388,0.018805384907437103,-0.01656046318175806,-0.0022175968043484707
10.6,-0.019911722048793726,-0.006039283070461682,-0.017352401684367243,-0.00960081005756038
10.8,-0.023786148078793576,-0.003988731550177542,-0.01692764379379388,-0.006052060966443327
11.0,0.0029294613763971894,-0.010343877772891795,0.0333364298827803,0.014987127862172121
11.2,-0.018021527820017293,0.015483440859911846,0.0008812988794134358,0.009977075515921089
11.4,0.03697146972137205,0.030819295601002505,-0.002121719254141105,0.004624579542848994
11.6,0.0023555164299692843,0.0027014807068881535,-0.008648913641034048,0.029722783049748156
11.8,0.031516620105634795,-0.01130762695972371,0.010259568363527791,-0.008025375649993545
12.0,0.023576740294274423,0.011451544884135965,0.016625342137201092,0.013577411638688369
12.2,-0.01392718499970455,-0.001606031592727442,0.006006394449286168,0.025659550598100114
12.4,-0.017550773487757368,0.003729828247231765,-0.027929076330571432,0.019901451571454294
12.6,-0.008487252089704415,-0.005101950351773579,-0.005601603710009439,-0.011970898308313856
12.8,-0.019456355890109606,-0.0035515486691581077,0.015509529872218134,-0.009579822720776674
13.0,0.01305575720340632,-0.0013019474396586937,-0.0048899880200627376,-0.010165919288824387
13.2,-0.025618301579003095,0.0009340820039804466,-0.009245308060215946,0.010229879766503214
13.4,-0.01319786177478968,-0.0036631908408343767,-0.007780121260481661,0.010870420216906743
13.6,-0.00839563400295648,-0.0016976697552817579,-0.019156941553983352,-0.010410742789668609
13.8,0.019254368052397424,0.0053083107626070635,-0.01468432568671021,0.0024640307427969597
14.0,0.003441073221939022,0.018335567005040816,0.01681064201580472,0.009112117322961312
14.2,-0.023480972466540906,-0.021360461953621134,0.006787045396686679,-0.01789559782412627
14.4,-0.00895122162700458,0.019762718975560287,0.004064519169555068,-0.026979987933643496
14.6,0.019202339554128724,0.0204585277203942,-0.00025790945695020745,-0.012731262834003693
14.8,-0.007388563630208599,-0.016246512873092197,0.00694677890432871,-0.006386795187424066
15.0,0.006008483649368683,0.02793077061827945,0.030603773277523175,-0.032616865868024675
15.2,0.0039854224231431505,-0.034954212124810737,0.0033468167885638417,-0.020095694830273902
15.4,-0.0009894213571056453,0.051756742091727814,0.012200901715097282,0.040188536660109936
15.6,0.045635161176779425,-0.01008491668677777,-0.009398119861059822,0.007667270352414231
15.8,-0.007470394910741233,-0.007076315861196453,-0.02844489479061561,0.0008388305424302892
16.0,0.0037410359764937333,0.011406176848543524,0.013215552776988423,-0.016919363476615393
16.2,-0.026947697401257447,-0.0004998730762805272,0.01329750828074848,-0.0025117938609450635
16.4,-0.02875619218065879,-0.019137000543868615,0.014605669268407007,-0.0063954529050516615
16.6,-0.007913921550164566,0.009361159482548788,0.006941480922131118,0.00028453352496917925
16.8,-0.0196165815216779,-0.05028898577568534,-0.013936558762912998,-0.011492787286162633
17.0,-0.002416492502094587,-0.02659415035034911,-0.011787407925841204,0.01089489318300337
17.2,-0.005397684698511924,0.00384836953263445,-0.0003376167260573931,-0.00445715703248697
17.4,0.0059587966607390205,-0.013011920189373305,-0.025709178065205517,0.03906651535967895
17.6,0.027197742610758895,0.051710272522596835,-0.0006018641089384283,-0.012372946517452023
17.8,0.01625424240538778,0.021052333819124844,0.013635019266968066,-0.005151012255790135
18.0,-0.013096755078454647,0.007768370963521588,0.0005972388964225703,-0.007552834337753198
18.2,0.0024894653776783454,0.016040729543938027,0.005752634234971322,0.00864096276264367
18.4,0.022699865754605558,0.008505818991938167,-0.0025612913971811715,0.015974516911210854
18.6,0.04027405537543002,-0.010088827502468976,-0.014001709509187929,0.024275062169412137
18.8,0.02669385687964171,-0.03456304726203163,0.01317395569837027,-0.009671220492894697
19.0,0.0070714596455131945,0.010815310266101427,0.051765297142904454,-0.016867306974206554
19.2,-0.01866556292044469,-0.009854142961896413,0.010834158152470477,0.026198080362792045
19.4,-0.030451150684880773,0.007732974801140405,-0.01995744755152125,-0.00957728984167735
19.6,-0.02675662031233922,0.0027369050458592122,0.006854641470258538,0.027691664456159597
19.8,0.003678302796988711,-0.022037671843963217,-0.04428274091783893,-0.010601024418066795
20.0,0.007993138789250238,0.019055394214791653,0.0018531172996665418,-0.011096032994076951
20.2,0.028436479392913844,0.006918249256586705,-0.029647420482476847,-0.027351052441594133
20.4,-0.010447081265856405,-0.008808337171379384,0.0009446502016535119,-0.002644663493057489
20.6,0.003685043068096591,-0.012802570050273597,0.00684895350295778,0.007156829155009874
20.8,-0.014563121610786885,-0.0190823366691496,0.021175924450826403,0.01416660018831891
21.0,0.028313584977103356,0.021250309935444734,-0.004756017583582565,0.011873658851913702
21.2,0.0016353720936851286,-0.009622958323158107,-0.006046983488270055,-0.008332331856634014
21.4,0.010375425051324378,-0.012192123153715912,0.01565522679311524,0.00728016061021998
21.6,0.016211363884855907,0.029639134547802443,0.01174822957214556,0.020795383525554153
21.8,-0.00873621468037198,-0.008541955372694338,0.025554049979730206,0.017607153557138783
22.0,-0.00787405314596974,0.011249598387618564,0.005101916185837059,-0.017801627468382746
22.2,-0.005466741733948601,0.029755408206741652,0.011836972984638643,0.013526013621463162
22.4,0.02476232732554487,0.002187471101026788,0.03414070780405843,-0.03196166283559588
22.6,0.004799814624308855,0.00879207431829708,0.004663095504437366,0.021493559769185776
22.8,0.016999153965886134,0.02842519073312581,0.002039949702951384,-0.025536880686067836
23.0,0.007879673860090001,-0.0016400151259877618,-0.005390182693285718,0.0016043437846681213
23.2,-0.024076609602093447,-0.01974708139657148,-0.01815211082487059,-0.0029176219607341286
23.4,0.018201009019695708,-0.019786028211893403,0.031035107411487992,0.014751635604826244
23.6,-0.003958248234283339,0.01653288483330578,-0.0063387681085507,-0.007277092760294681
23.8,-0.0208391124742062,-0.013966202468551047,0.010604637249000778,-0.024613013861068206
24.0,-0.021006775246672233,0.018284857073252003,-0.03395230570633812,0.009632119869531932
24.2,0.004391073961309574,0.030139438977139294,-0.02362820383027391,-0.021274823259106457
24.4,-0.036546393185269095,0.011780558857557383,0.022774391414353914,-0.0016166231702655076
24.6,-0.01502873055196863,-0.008864851585616597,-0.0029479901939595122,0.00933193887053422
24.8,-0.008512512386593682,-0.007876245222351771,0.012069895272950716,-0.00852257271101794
25.0,0.020697615412261883,0.006780784026558612,0.024575604738201567,0.004337936579476821
25.2,-0.004062199750078984,-0.00014930111632280307,-0.007357834700055039,-0.005653239012555152
25.4,-0.006299708906892398,-0.012768893804496306,0.0008411297790885328,-0.024856981219205387
25.6,-0.007024055879543946,-0.010492351770018617,0.021871906868209695,0.010914037294167766
25.8,0.013033839167310227,-0.016190725752444134,-0.013873622229291963,0.012943411741142543
26.0,0.031772533740507335,0.018449443349925793,-0.014710120485013599,0.01017707383571327
26.2,-0.004797865169461961,-0.013025107971765421,0.03260059106306335,-0.0311843102745341
26.4,-0.03283920392602984,0.01655373068090356,0.008718491435679368,-0.03661240359807475
26.6,0.0054835592676120435,-0.006983877809312134,0.0020850313970911666,0.021218211578710344
26.8,-0.017377092041366244,-0.009039185505511242,0.00289399889760957,-0.023209762588578545
27.0,0.013747391525599154,0.009075088456687532,-0.00941607724887425,0.015273516976826365
27.2,0.0013978786768285522,-0.014135233095851242,-0.010333944412068146,0.003469499641418442
27.4,0.0037592307796191922,0.0197357104501641,0.0113054656961435,0.0008670648323453986
27.6,0.01328384019105075,-0.009229256220756243,0.011587536815228873,-0.001994643480386604
27.8,-0.03446060462755735,-0.003847611569064066,-0.022148048794451133,0.01119498317120042
28.0,-0.0031877271778003955,-0.02011303746755686,-0.02031279304667123,-0.011363054301406932
28.2,-0.001978843612589534,-0.006716629896445466,0.03134293434839228,0.0016274987956103606
28.4,-0.03556650279213138,-0.004357999830336583,0.025700034891777884,-0.0017095949497407577
28.6,-0.0024156329326590308,-0.019274765643473635,-0.01264416569049953,0.0021723081772302213
28.8,-0.005251838492502099,-0.01640484278758692,0.027696648922948697,-0.011219287897954297
29.0,-0.008405340263914382,0.004003595735462959,-0.0022485227357749047,-0.012240545240481978
29.2,0.0012752588585400644,0.0036955205761472405,-0.01638466921280698,-0.0026785269567494063
29.4,0.0095340404794201,0.0025527001637064106,0.012000177444744806,0.005570403372453626
29.6,0.044290325512530336,-0.0022921203342533484,-0.05120606440516685,0.03195306343496265
29.8,0.010939571025755379,-0.02335805356252099,0.001517583620965066,-0.03351966224987083
30.0,0.004593895337764556,-0.005674256995433626,-0.008868664151329381,-0.003571232654086015
30.2,0.038136589720684434,-0.021678842238163076,-0.017386891346704042,-0.009251014674282812
30.4,-0.0024939881551603823,-0.005745941443172871,0.014975814869318227,0.010206589082876439
30.6,0.01994594906579973,-0.010198799091973182,-0.006917095579293891,-0.01467692170550347
30.8,0.020956823664789393,0.005311465758998628,0.008618942611415789,0.0014690788632564442
31.0,-0.026500803415274,-0.02272261194352332,-0.02584735684470441,0.021229756415914198
31.2,-0.015385257015844533,-0.01979029022151171,-0.00825050764039245,0.015412591087693979
31.4,0.007849195743959588,-0.014198288798602172,0.005368895697602553,-0.037551780584993595
31.6,-0.00838177926630212,0.020202340834179145,0.029305475794128132,0.021381644919453564
31.8,-0.005576358651057929,-0.035768107417280696,-0.020085983853577346,-0.015263807517089134
32.0,0.036281928680421294,0.01089668729636916,-0.03537671165699177,0.004929638620556201
32.2,-0.00683543107754062,0.016506566342557833,0.009147929158968811,-0.01845320316398962
32.4,0.017772746957638436,-0.006367417921352168,0.015092146179445216,-0.0031484357679261426
32.6,-0.013943404824928908,-0.005553341581545995,0.01056230351557006,-0.02320437571114226
32.8,0.005329120755214258,-0.01173351637084611,-0.006650091496874916,0.011452929559156994
33.0,0.028448707773541245,0.013217515738706413,-0.002242971917748957,0.0018375924358158364
33.2,-0.01949552176555996,0.005264707729199479,0.006490110650288293,0.026529970807638668
33.4,0.026662173398604067,-0.0053957790681138824,-0.01142442764272752,-0.011503900530184297
33.6,-0.0030106254992316775,0.03290493997437318,-0.02093529264858031,0.003709097317871054
33.8,0.0031162022764902844,-0.009877860741321763,-0.01149058960313244,-0.009731517902791385
34.0,0.0036947981643587723,-0.00922293508028574,0.0046992489938375666,0.0026703111934243116
34.2,0.017935542491983685,0.016157547519010496,0.011785857645746167,0.005501323085708429
34.4,0.010042360081411425,-0.03636578209411368,0.008712542772303648,-0.012284210491254888
34.6,0.01892237904685403,0.02857755271383354,-0.0040548662705016175,-0.017133578486025435
34.8,0.013675909652786094,0.008042462076030508,0.006426276417905556,-0.005474601756657251
35.0,-0.0034006876038463704,-0.0030268951172308495,-0.000604494809194558,0.037524185741374956
35.2,-0.020712454282593256,0.008540488449198998,-0.0031666701674434583,-0.00010062558753083997
35.4,0.02350751816988995,0.0053101531616884965,0.002467663445733822,0.004961645494299539
35.6,0.02636030561701307,0.01276381467891037,-0.01206155984677404,-0.010827336982708387
35.8,-0.016946777665601924,-0.0031766451261755076,0.00437466623820736,-0.002520334736248016
36.0,0.0016249368333068823,-0.0031958202470051284,-0.030291049856887253,-0.01064875557779548
36.2,0.007827333193600792,0.01372905815793328,-0.025292234121804605,0.03352881837105041
36.4,-0.017737279086390684,0.011648136267145599,0.007870651445536699,0.004886618878270244
36.6,-0.005100892877498469,-0.016000191530063778,-0.02419911339413268,-0.01576365422007806
36.8,0.005172441719653885,0.015248880661515357,0.015517935163522192,0.01398942255635742
37.0,0.04074773937400194,0.022758410481983876,0.0038385183153542,0.05363635693480168
37.2,0.007220291217827135,-0.010966413221195098,0.0229786725048778,0.005292503413873041
37.4,0.03072943939799157,-0.042933585892916466,-0.02004089893941053,-0.007624511939241879
37.6,0.024055383190449805,0.02399383756683088,-0.011832081479059139,-0.025369924471568325
37.8,0.027571502006696794,0.006384229094091296,0.0038615894437685305,-0.03323470665348747
38.0,0.024197834985369805,-0.008964608852150717,-0.006852056776232434,0.009343495984782313
38.2,-0.008304560919454097,0.005761669493548006,0.01134806115184671,-0.004814930943252203
38.4,0.013279134508855773,-0.008161028377693587,-0.006147043730597535,-0.013539877978775821
38.6,0.0034105519124144786,-0.0024581355365182102,-0.009492970082051888,0.00024566874757277185
38.8,-0.0021751836830273,0.0018265759965956283,-0.04354172653926743,0.008626319394383462
39.0,0.016177365173609574,0.007636200289519664,0.0033238686818150356,-0.00932701813513699
39.2,-0.004100979631316789,-0.020535928530282334,-0.0029182785031276917,-0.007982280456628793
39.4,-0.002317724820471071,-0.01961815258461657,-0.023421715670680566,0.0049846740892009744
39.6,-0.005826064384388804,-0.004940613917154553,0.011658948397830687,0.022801509077166857
39.8,0.011838869914042982,0.022985130323770402,-0.0038709179805292934,-0.004665186937683078
40.0,0.0031568446445996365,0.028467687423004432,0.008368769287436682,-0.005883769702044554
40.2,-0.01224050429694537,-0.017287781969620903,-0.019364069907183666,-0.004927349092008169
40.4,-0.03151347681229497,0.004196920577083933,0.026373906668162642,0.010607627522219915
40.6,0.024607015655428003,-0.03566747254456281,0.023301749290651718,-0.01767384080159263
40.8,-0.019235360546416582,-0.0012085448470569502,0.022580709905790267,0.019359473398648904
41.0,0.03376372638974517,0.018754165541818687,-0.027455100818812517,-0.004590038382799117
41.2,0.00940196290539707,-0.014299214767718097,0.01303884988594002,0.011689901511652638
41.4,-0.008953575226909078,-0.0034622693688468437,-0.005839801837332205,-0.012578794861328228
41.6,-0.001567632866679067,0.004324381809632036,0.014204286785866873,-0.02127533329901343
41.8,0.006012023749816881,-0.015729212027803967,0.001199369257956014,0.008576514489969834
42.0,-0.01014592312786111,-0.014389896271713264,-0.047585745778351035,-0.0365862486167698
42.2,-0.0007287870815343873,0.011296472068290294,-0.011334688706446097,0.02119630319092974
42.4,0.02106649513533622,-0.008370724807805591,0.009084326714964078,-0.019098359703597138
42.6,-0.02713106892435978,-0.0013367986202110378,0.01780919078195353,0.0014610325756140106
42.8,-0.015221791003350806,0.0008689839853125099,0.03956955937072256,-0.03110625379582467
43.0,-0.03681045882245387,-0.011473403591744416,0.000507689831637563,0.01983778863142636
43.2,0.0024609780667964737,-0.016217764423682664,-0.0028606100194476076,-0.01049968296986941
43.4,0.014820350562232555,-0.007325160600878822,0.015370709584878595,0.02631484510512355
43.6,0.00395328129935869,0.029577736964721425,-0.012197119046683927,0.000572543175292819
43.8,0.02586456139280439,-0.02011990405535945,-0.019598385891676298,-0.019843331991835755
44.0,0.00954340162386899,-0.02111098260272343,0.01040551612286929,-0.014558956286822975
44.2,-0.0191331131086717,-0.047236611121587814,0.027321918205975692,0.0338633002266051
44.4,-0.0063974452443900055,0.019743188072762444,0.005367215069483355,-0.027632271486533144
44.6,0.006971695957677919,0.02209866682363992,-0.012124081625477595,-0.01067611698511464
44.8,-0.008071825846820193,0.0001441596744523622,0.026181012369857717,0.018550005933816296
45.0,-0.0178544551815799,-0.006374998965976777,-0.021056443993935244,-0.022337231640655115
45.2,-0.01961023114028587,0.006814868749762335,-0.013970769583663853,0.027468503438765172
45.4,-0.017669573507115788,0.034700610489604926,0.0058541636853146365,-0.018493741292029773
45.6,0.005591272170224662,0.011129479213886679,-0.007394671791046773,-0.0029053290874456058
45.8,-0.017505030485302133,0.0038015972649271305,-0.002919493575000201,-0.01466914696937272
46.0,-0.02429146726153067,-0.015654667888983027,-0.009682596280207527,-0.007306224018021175
46.2,-0.008705044547238597,0.023011136056747993,-0.01904074966074632,-0.009628681148897643
46.4,-0.027367266125360463,-0.02369446983197915,-0.0008123333335100005,-0.007462164608484287
46.6,0.013391045468001163,-0.012160236390001794,0.034671006502039074,-0.015918983624180188
46.8,-0.005137393348282622,-0.006431562384675332,-0.029792346026770264,0.02959979090189972
47.0,0.005278131520686291,0.02470897193211177,0.009926085262011672,0.04124992006720999
47.2,0.01374963103436166,0.01924420269970472,-0.0041035332650768115,-0.020872205985232647
47.4,0.026460878328530186,0.0030238710389068543,0.024245777484500897,-0.003625815078806024
47.6,0.0002471033376127904,0.003876580267234543,0.019535681193707497,0.0022866114039548934
47.8,0.012259410027908034,-0.029753838822234147,0.014642452897564292,-0.0047185084563957265
48.0,0.009114945750040975,0.0005052301991265801,-0.007961510757783036,-0.01700942447520509
