optimizer_iteration,image_index,energy_eV,relative_energy_eV,true_force_fmax_eV_A,neb_force_fmax_eV_A,neb_residual_eV_A,is_endpoint
0,0,-133572.35296362313,0.0,2.1502000428788848,,,True
0,1,-133571.4691003256,0.8838632975239307,2.203404064182994,2.189811021965273,2.036885813859694,False
0,2,-133570.96610630033,1.3868573227955494,2.2286203912378895,2.2324182722013415,2.073342818399049,False
0,3,-133572.01521670754,0.3377469155821018,2.238152704632871,2.2486611706159905,2.0864207106619004,False
0,4,-133571.90020879757,0.45275482555734925,2.2517237682007503,,,True
1,0,-133572.35296362313,0.0,2.1502000428788848,,,True
1,1,-133572.12547839154,0.22748523158952594,2.0350959564729574,2.0225075137057464,1.8841233660341339,False
1,2,-133571.6225503879,0.7304132352292072,2.0631592515230506,2.0666837094363077,1.9224059555759618,False
1,3,-133572.67844530343,-0.32548168030916713,2.0765215959712777,2.0993367182070495,1.9505523493034527,False
1,4,-133571.90020879757,0.45275482555734925,2.2517237682007503,,,True
2,0,-133572.35296362313,0.0,2.1502000428788848,,,True
2,1,-133572.96267665544,-0.6097130323178135,1.7740980957236032,1.785172134213484,1.6693633693759642,False
2,2,-133572.46109980653,-0.10813618340762332,1.8038927589739002,1.8069927334713454,1.687770536816096,False
2,3,-133573.53795755573,-1.184993932605721,1.819717236804051,1.8143083484986384,1.691557060138143,False
2,4,-133571.90020879757,0.45275482555734925,2.2517237682007503,,,True
3,0,-133572.35296362313,0.0,2.1502000428788848,,,True
3,1,-133573.71400365297,-1.3610400298493914,1.5789183208607442,1.619028030819662,1.3983691062500392,False
3,2,-133573.20184378646,-0.848880163335707,1.5186442319733084,1.521323993695373,1.4288230808176503,False
3,3,-133574.30208069863,-1.949117075506365,1.53454331458043,2.0819744288515034,1.5581561722148298,False
3,4,-133571.90020879757,0.45275482555734925,2.2517237682007503,,,True
4,0,-133572.35296362313,0.0,2.1502000428788848,,,True
4,1,-133574.37497925866,-2.022015635535354,1.5487402392073009,1.8599426115936584,1.438005792916933,False
4,2,-133573.84310640514,-1.4901427820150275,1.258822854067595,1.2600370346350462,1.1496817210109942,False
