iteration_record_id,configuration_id,structure_hash,run_id,pathway_id,path_iteration,image_index,pw_block_index,frozen_endpoint_force_reused,energy_eV,path_energy_eV,energy_residual_eV,max_atomic_force_eV_A,neb_residual_eV_A,neb_iteration_complete,neb_source_file,reaction_coordinate_A,reaction_coordinate_normalized,scf_iterations,gradient_force_rms_eV_A,gradient_force_max_eV_A
29e0a6a58e3dd49f87327f61c169a61a1771c44cd57f6b16408592dd2ceb0857,b34e75e62cfd6980470f060b23b99d53d7d3b051188d4170c8879ffd82666804,d73c7fe4f4acdf0f98cc89ae74cd8d4f7cb56e554abc0ebb99ff5ca052fa1bf7,mb_qe17_direct_r3_s42_30812497,Sb2Te3Cr_1-7_qe_r3,1,1,0,True,-133597.43980903763,-133597.43980900772,2.991873770952225e-08,0.23376266186467842,0.233763,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe17_direct_pf_s42_30791508/neb.out,0.0,0.0,31,6.958300857780802e-08,1.2588122119683298e-07
71cdb1fb70690eeb542b108e6a8b49565e439ae8ac88d8d97de6de9063263afb,badc2e7ef90d54edb5ac914c0dc3baacfafdb53eecc32033aa90de1cf69d842c,e5833a9af8f5daaae95a7e31cf22d6de7e3d5ecd1b3acdea0d67163f98757060,mb_qe17_direct_r3_s42_30812497,Sb2Te3Cr_1-7_qe_r3,1,2,0,False,-133597.21131557156,-133597.2113155525,1.9063008949160576e-08,1.1515549667536373,2.431956,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe17_direct_pf_s42_30791508/neb.out,0.1123447050726374,0.258941027964103,40,7.577600639298836e-08,1.2850374662347168e-07
cb6fccbb472262813f1814fccb20e57b0f4c44d11a7299ac9781971473affb57,eb60468be0d98870262cad880ca69729f726d80f44f49c92ce1c87cb7c5c307b,f6aaf008be727a7983db99eb89e3e0ef26fceb7fe76093fd5850d0dceaa7987f,mb_qe17_direct_r3_s42_30812497,Sb2Te3Cr_1-7_qe_r3,1,3,0,False,-133596.7890758109,-133596.78907582452,1.3620592653751373e-08,0.3098253752856374,0.296445,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe17_direct_pf_s42_30791508/neb.out,0.21869055431263001,0.5040554150116701,30,7.029808175954366e-08,1.2845232456176747e-07
2c2b9d06897ccbeb396af3fa7974ffba9dd3ea7d1306f6054ea38715251e71b9,ec3770c94d9ffc52b44644d34ef371b3c74570fd8c745bee778a96e62459389d,66486a27754c550e1939918a718545b41e313920761c98675f8f8b8a5f562645,mb_qe17_direct_r3_s42_30812497,Sb2Te3Cr_1-7_qe_r3,1,4,0,False,-133597.15262020324,-133597.15262023863,3.5390257835388184e-08,0.6240778362709591,0.40276,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe17_direct_pf_s42_30791508/neb.out,0.32647963227582777,0.7524962706180572,31,7.488582380019562e-08,1.2845232455526226e-07
1186aef7549d4101e3f02d91c7231af67aa998d10995e494d80630191c39d3e2,7964364e2dc703a7ff0ae23ec2c103d23774381949134cda40bfacf94f0bc7ae,489d371cccf2d6ee4d439513d8661169dcdbc245c31bf14bea626b3cc0ddc86e,mb_qe17_direct_r3_s42_30812497,Sb2Te3Cr_1-7_qe_r3,1,5,0,True,-133596.88187561775,-133596.88187555244,6.530899554491043e-08,0.2263000343221766,0.2263,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe17_direct_pf_s42_30791508/neb.out,0.433862126662337,1.0,30,6.30085850981224e-08,1.256241108429923e-07
7e9ce4c16f3beaadf71bf072a60e278c61f3d5dd6a8e176bd59cdc5a639ec0be,2cb7426e2b9abddd6da4602facc7118645c0269a5d51c6f49796521636ebb87e,d73c7fe4f4acdf0f98cc89ae74cd8d4f7cb56e554abc0ebb99ff5ca052fa1bf7,mb_qe17_direct_r3_s42_30812497,Sb2Te3Cr_1-7_qe_r3,2,1,0,True,-133597.43980903763,-133597.43980900772,2.991873770952225e-08,0.23376266186467842,0.233763,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe17_direct_pf_s42_30791508/neb.out,0.0,0.0,31,6.958300857780802e-08,1.2588122119683298e-07
e389e171302cffa21a40d1a68ad544edb555013caf675e5057c82dd1e515baf6,b620472f763566791be809b8003437e53e65b7ec14c87276e87e5bbb661d1718,985a1aa5257e28b995003c1b3d56cdb7c270f76eccb17c4eda5f4c0b73f1c9cc,mb_qe17_direct_r3_s42_30812497,Sb2Te3Cr_1-7_qe_r3,2,2,1,False,-133597.21100359302,-133597.21100353586,5.7159923017024994e-08,1.1515708160796638,2.415048,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe17_direct_pf_s42_30791508/neb.out,0.1275696602724737,0.29081635959340413,13,6.940735095584248e-08,1.2845232444380628e-07
ab44276ba8b15338922d79d7fa089d1da3c6ef5084049e4f09072d40fa249426,0c13e7d49dae579544338d393f7c533f27f05d9dc75822a911c078e8cc067dbf,9dfa69fbce0e8a67885de08a08def998d1b1cd8dabb6bbe26a952811b712ffa3,mb_qe17_direct_r3_s42_30812497,Sb2Te3Cr_1-7_qe_r3,2,3,1,False,-133596.78954602365,-133596.78954599102,3.262539394199848e-08,0.2922886158979222,0.28036,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe17_direct_pf_s42_30791508/neb.out,0.2195456519128065,0.5004910032485188,11,7.106182173618532e-08,1.2757814940936307e-07
fc6bcb3866ef8031f9162964919726996e64e840cbeffad65252e2064e47034a,2e0062769156915dd7f1ffcf1aa7cff8da0c752ecb046848e86337f228246429,1cfa209f69581034e492ba687e304720aae9610c0a95e4d01de9ee99c19199e1,mb_qe17_direct_r3_s42_30812497,Sb2Te3Cr_1-7_qe_r3,2,4,1,False,-133597.15328497742,-133597.1532850291,5.168840289115906e-08,0.6214955117698182,0.389966,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe17_direct_pf_s42_30791508/neb.out,0.32858243904409506,0.7490585813666555,11,7.554897935158822e-08,1.2845232455482858e-07
7760015aa728155537cf742d6ffc8ede530b0c43e65a471ec5ddb5f06a0a490e,feeee4d7658d04dc985a30d4d8828b1e5e7055231e2fc14b40fbcf8422135408,489d371cccf2d6ee4d439513d8661169dcdbc245c31bf14bea626b3cc0ddc86e,mb_qe17_direct_r3_s42_30812497,Sb2Te3Cr_1-7_qe_r3,2,5,0,True,-133596.88187561775,-133596.88187555244,6.530899554491043e-08,0.2263000343221766,0.2263,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe17_direct_pf_s42_30791508/neb.out,0.43866053632894403,1.0,30,6.30085850981224e-08,1.256241108429923e-07
17f7e8a14711ab4962db80e3dab0512d288ea2f80fde0f7bf8155bd6ab301529,b3e5bd57f295be4ed93f6805499f7034f4d3ef08b16508ce38a3bbb29d82a12c,d73c7fe4f4acdf0f98cc89ae74cd8d4f7cb56e554abc0ebb99ff5ca052fa1bf7,mb_qe17_direct_r3_s42_30812497,Sb2Te3Cr_1-7_qe_r3,3,1,0,True,-133597.43980903763,-133597.43980900772,2.991873770952225e-08,0.23376266186467842,0.233763,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe17_direct_pf_s42_30791508/neb.out,0.0,0.0,31,6.958300857780802e-08,1.2588122119683298e-07
85e2773b372690e059e9f17d314e7b8a52edec8a2694832fae01d76d5e018104,3f85677e28ea9644dda4531f7dfe20cb09605d3c7f8ff7a77f9057a86c354429,e4619ef36b87cea4fa02ec8a90fccd2f6747fc5f89d2e7619479f3154b1fe561,mb_qe17_direct_r3_s42_30812497,Sb2Te3Cr_1-7_qe_r3,3,2,2,False,-133597.16890200015,-133597.16890205187,5.171750672161579e-08,1.1595620459590743,0.957964,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe17_direct_pf_s42_30791508/neb.out,0.14565195145875437,0.3269825727379403,28,7.513431059912307e-08,1.2747530526990847e-07
508d79fa4e2930826445f0479f5279f1e488f60407dbc5d1986dc38f53bad7fc,3e2003336a41e1f67c0ad9c0e19b6d9699096a788e17085728b58c4bac4af019,577ebc7fea06a3e8c023cc149a078b5f82829fe7208e1965238492238f4657f3,mb_qe17_direct_r3_s42_30812497,Sb2Te3Cr_1-7_qe_r3,3,3,2,False,-133596.8232871902,-133596.82328719294,2.735760062932968e-09,0.2728616099867245,0.262413,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe17_direct_pf_s42_30791508/neb.out,0.22137234147171803,0.4969716987825055,27,7.11509299920721e-08,1.2850374662976005e-07
17a223780019fde6640a3b1d81bdb7c4e45fee171cc3d76ddf45d553da30409d,c185ff39122d4e5d1237691c6de729f92794ee74d35dc90749922d093d97c06a,540592dd80b6160ee30669e518301ff181d1efa982457edfd4306c7bafac222b,mb_qe17_direct_r3_s42_30812497,Sb2Te3Cr_1-7_qe_r3,3,4,2,False,-133597.20059700654,-133597.20059696844,3.809691406786442e-08,0.5397656024506488,0.433084,True,/Users/alina/Project/26MIgrationBench/cluster/mb_qe17_direct_pf_s42_30791508/neb.out,0.3319860385685116,0.7452948478685447,29,7.736305241013163e-08,1.276809935436135e-07
