optimizer_iteration,image_index,energy_eV,relative_energy_eV,true_force_fmax_eV_A,neb_force_fmax_eV_A,neb_residual_eV_A,is_endpoint
0,0,-265.67695392130355,0.0,2.445334169213695,,,True
0,1,-265.67020303429,0.006750887013538431,2.4425351106642625,2.4415950133090636,2.074551521823791,False
0,2,-265.55869692106364,0.11825700023990748,2.43658711987402,2.440028201019889,2.053724716388852,False
0,3,-265.27110658457445,0.4058473367290958,2.457388020048542,2.4527002241410156,2.1089316053955436,False
0,4,-264.8987249253472,0.77822899595634,2.887339863808136,2.9280772867368126,2.694248328867758,False
0,5,-264.7679659601706,0.9089879611329366,3.3924574973036266,3.389400625655361,3.1938578344797848,False
0,6,-264.958084723094,0.7188691982095747,3.1462128884546123,3.123988612300957,3.0021328601008426,False
0,7,-265.344502052134,0.33245186916957437,2.57820994562736,2.60594818688638,2.5004226825571627,False
0,8,-265.6502315974255,0.026722323878061616,2.3076971944841715,2.2865041231515293,2.061793697823969,False
0,9,-265.67673277456936,0.00022114673419082465,2.2733699223767667,,,True
1,0,-265.67695392130355,0.0,2.445334169213695,,,True
1,1,-266.47031077009717,-0.7933568487936213,2.3804569091237084,2.2779264672986,1.9574179152692004,False
1,2,-266.36049746764013,-0.6835435463365798,2.3637067267683003,2.3757854600118122,1.9744567724181852,False
1,3,-266.080207021427,-0.40325310012343607,2.361014306732343,2.3569076902312176,1.981728014421983,False
1,4,-265.733512549242,-0.05655862793844335,2.622440627061621,2.6679908040118168,2.4688872472874954,False
1,5,-265.6218962274018,0.05505769390174464,3.040084730398853,3.035797927347211,2.872973283425654,False
1,6,-265.79702404578563,-0.12007012448208343,2.84637058369337,2.8291925291693314,2.7236116053273958,False
1,7,-266.1639069747116,-0.48695305340805817,2.3646006470193286,2.4011646307237835,2.3041510455998093,False
1,8,-266.4492837997893,-0.7723298784857775,2.2439841299181826,2.2518118313955937,1.8894496665950447,False
1,9,-265.67673277456936,0.00022114673419082465,2.2733699223767667,,,True
2,0,-265.67695392130355,0.0,2.445334169213695,,,True
2,1,-267.2343359029512,-1.5573819816476657,2.315348075823166,3.3733680483820083,2.8965440370216844,False
2,2,-267.1354316740709,-1.458477752767351,2.2957825760439206,2.3073870768248894,1.8900451335148387,False
2,3,-266.86145590580406,-1.184501984500514,2.277294075439671,2.2844330573330573,1.8979066833671232,False
2,4,-266.53651679428987,-0.8595628729863165,2.379507678466415,2.4285923237419387,2.2602637304583926,False
2,5,-266.43972434999193,-0.7627704286883841,2.7250440387798913,2.719553889069302,2.585262480489327,False
2,6,-266.6021619062922,-0.9252079849886741,2.5738973533503238,2.5605038117963894,2.4698982223122896,False
2,7,-266.95207067857393,-1.275116757270382,2.2137101889637316,2.2089565534919045,2.120378851545043,False
2,8,-267.2155112248091,-1.53855730350557,2.176494177474973,3.46610945760527,3.0877892313582267,False
2,9,-265.67673277456936,0.00022114673419082465,2.2733699223767667,,,True
3,0,-265.67695392130355,0.0,2.445334169213695,,,True
3,1,-267.9434198500836,-2.2664659287800646,2.249260119490319,4.191184098791661,3.7108527539558276,False
3,2,-267.88553862127003,-2.2085846999664795,2.2232519235843884,2.234422802112603,1.8003304585121935,False
3,3,-267.61701635626247,-1.940062434958918,2.2046069320250203,2.211102346449173,1.8085844811521594,False
3,4,-267.31059665244123,-1.6336427311376838,2.1894250466445886,2.2067735104364155,2.0658051072308328,False
3,5,-267.2252395169455,-1.5482855956419712,2.4408615826587288,2.4342946392938187,2.3249990646205623,False
3,6,-267.37670637266234,-1.6997524513587905,2.324443904064337,2.313808434667854,2.236984725797457,False
3,7,-267.71174245728395,-2.0347885359803968,2.14224458743189,2.1184962086959835,1.9472248858388113,False
3,8,-267.9317510293158,-2.2547971080122693,2.1067130233403244,4.216308235641054,3.8877880869402044,False
3,9,-265.67673277456936,0.00022114673419082465,2.2733699223767667,,,True
4,0,-265.67695392130355,0.0,2.445334169213695,,,True
4,1,-268.5832206568052,-2.9062667355016742,2.1843466710059305,4.359256577689435,3.9020526603226102,False
4,2,-268.61184642432784,-2.9348925030242867,2.1456804535124157,2.156952697580821,1.7057381409249148,False
4,3,-268.34801036422306,-2.6710564429195074,2.126922949651605,2.132846367002545,1.7135817361789492,False
4,4,-268.05741836162656,-2.38046444032301,2.1120245426903983,2.115027099379945,1.883426435389487,False
4,5,-267.9808039199628,-2.3038499986592456,2.1824840395061047,2.175058214628899,2.087696561989981,False
4,6,-268.1225954023305,-2.4456414810269393,2.094614148548483,2.0858750125758103,2.021701964938232,False
4,7,-268.44451225070105,-2.7675583293975023,2.065943333298124,2.0443779141275633,1.7832099378686799,False
