      Step     Time          Energy          fmax
FIRE:    0 11:42:13     -222.585662        1.772556
FIRE:    1 11:42:14     -222.927604        1.528118
FIRE:    2 11:42:15     -223.492825        1.147639
FIRE:    3 11:42:16     -223.961984        0.973409
FIRE:    4 11:42:17     -224.341657        0.851718
FIRE:    5 11:42:18     -224.658962        0.731995
FIRE:    6 11:42:19     -224.931022        0.622607
FIRE:    7 11:42:20     -225.173797        0.643500
FIRE:    8 11:42:21     -225.399227        0.671919
FIRE:    9 11:42:22     -225.611303        0.655457
FIRE:   10 11:42:23     -225.806372        0.599296
FIRE:   11 11:42:23     -225.976061        0.510907
FIRE:   12 11:42:24     -226.111248        0.410322
FIRE:   13 11:42:25     -226.205819        0.300696
FIRE:   14 11:42:26     -226.260166        0.269233
FIRE:   15 11:42:27     -226.282280        0.258248
FIRE:   16 11:42:28     -226.281463        0.253073
FIRE:   17 11:42:29     -226.289647        0.225149
FIRE:   18 11:42:29     -226.301845        0.175936
FIRE:   19 11:42:30     -226.312587        0.140692
FIRE:   20 11:42:31     -226.319118        0.120182
FIRE:   21 11:42:32     -226.323332        0.142363
FIRE:   22 11:42:33     -226.328567        0.144425
FIRE:   23 11:42:34     -226.335676        0.126030
FIRE:   24 11:42:35     -226.343288        0.106661
FIRE:   25 11:42:35     -226.347238        0.158134
FIRE:   26 11:42:36     -226.347475        0.153563
FIRE:   27 11:42:37     -226.347929        0.144732
FIRE:   28 11:42:38     -226.348561        0.132253
FIRE:   29 11:42:39     -226.349322        0.116994
FIRE:   30 11:42:40     -226.350168        0.100005
FIRE:   31 11:42:41     -226.351062        0.082409
