calculation,calculator_identity,cell_fingerprint,composition,conv_thr_Ry,degauss_Ry,ecutrho_Ry,ecutwfc_Ry,identity_complete,identity_missing_fields,kpoints,lspinorb,noncolin,nspin,occupations,path,pseudopotentials,root_label,sha256,smearing,soc_enabled,vdw_corr
relax,81a037dc83ca34f4,,Cr1Sb32Te48,1e-06,0.0146997236,280.0,70.0,False,cell_fingerprint,automatic:2 2 2 1 1 1,False,False,2,smearing,/Users/alina/Project/26MIgrationBench/data_processed/site_stability_proposer/prospective_dft_v1_s42/site_proposer_control_01_unique_079_s42/relax.in,Cr:Cr_PBE_FR.SG15v1.2.UPF;Sb:Sb_PBE_FR.SG15v1.2.UPF;Te:Te_PBE_FR.SG15v1.2.UPF,prospective,8adbe246990b80d23e38b7d257147fe0ca9cdd7a86c25b0f8f34ecf97a7e5831,cold,False,DFT-D3
relax,81a037dc83ca34f4,,Cr1Sb32Te48,1e-06,0.0146997236,280.0,70.0,False,cell_fingerprint,automatic:2 2 2 1 1 1,False,False,2,smearing,/Users/alina/Project/26MIgrationBench/data_processed/site_stability_proposer/prospective_dft_v1_s42/site_proposer_control_02_unique_135_s42/relax.in,Cr:Cr_PBE_FR.SG15v1.2.UPF;Sb:Sb_PBE_FR.SG15v1.2.UPF;Te:Te_PBE_FR.SG15v1.2.UPF,prospective,4dc778519d38af1d644cc369997785631bf863fedd91bd7cdf6b073884bce83b,cold,False,DFT-D3
relax,81a037dc83ca34f4,,Cr1Sb32Te48,1e-06,0.0146997236,280.0,70.0,False,cell_fingerprint,automatic:2 2 2 1 1 1,False,False,2,smearing,/Users/alina/Project/26MIgrationBench/data_processed/site_stability_proposer/prospective_dft_v1_s42/site_proposer_control_03_unique_227_s42/relax.in,Cr:Cr_PBE_FR.SG15v1.2.UPF;Sb:Sb_PBE_FR.SG15v1.2.UPF;Te:Te_PBE_FR.SG15v1.2.UPF,prospective,7fe15ae836a1ff52a5bc8d90efb4e74b2330d7409e47a780b9f96a361412d160,cold,False,DFT-D3
relax,81a037dc83ca34f4,,Cr1Sb32Te48,1e-06,0.0146997236,280.0,70.0,False,cell_fingerprint,automatic:2 2 2 1 1 1,False,False,2,smearing,/Users/alina/Project/26MIgrationBench/data_processed/site_stability_proposer/prospective_dft_v1_s42/site_proposer_control_04_unique_204_s42/relax.in,Cr:Cr_PBE_FR.SG15v1.2.UPF;Sb:Sb_PBE_FR.SG15v1.2.UPF;Te:Te_PBE_FR.SG15v1.2.UPF,prospective,65bd5a90c8180957d35f567ac6b4013cbf1ba642e92e91b4e5f63c520ad8cf01,cold,False,DFT-D3
relax,81a037dc83ca34f4,,Cr1Sb32Te48,1e-06,0.0146997236,280.0,70.0,False,cell_fingerprint,automatic:2 2 2 1 1 1,False,False,2,smearing,/Users/alina/Project/26MIgrationBench/data_processed/site_stability_proposer/prospective_dft_v1_s42/site_proposer_control_05_unique_233_s42/relax.in,Cr:Cr_PBE_FR.SG15v1.2.UPF;Sb:Sb_PBE_FR.SG15v1.2.UPF;Te:Te_PBE_FR.SG15v1.2.UPF,prospective,6e975a14c650518f52f54a9e1eb13cad6d5446b3fb1b4a4b333a446fa3bca531,cold,False,DFT-D3
relax,81a037dc83ca34f4,,Cr1Sb32Te48,1e-06,0.0146997236,280.0,70.0,False,cell_fingerprint,automatic:2 2 2 1 1 1,False,False,2,smearing,/Users/alina/Project/26MIgrationBench/data_processed/site_stability_proposer/prospective_dft_v1_s42/site_proposer_control_06_unique_129_s42/relax.in,Cr:Cr_PBE_FR.SG15v1.2.UPF;Sb:Sb_PBE_FR.SG15v1.2.UPF;Te:Te_PBE_FR.SG15v1.2.UPF,prospective,da4d8cbc80790617ee8f8000afeca8af38277afb4c618d36e2b387e5bae51816,cold,False,DFT-D3
relax,81a037dc83ca34f4,,Cr1Sb32Te48,1e-06,0.0146997236,280.0,70.0,False,cell_fingerprint,automatic:2 2 2 1 1 1,False,False,2,smearing,/Users/alina/Project/26MIgrationBench/data_processed/site_stability_proposer/prospective_dft_v1_s42/site_proposer_proposal_01_unique_119_s42/relax.in,Cr:Cr_PBE_FR.SG15v1.2.UPF;Sb:Sb_PBE_FR.SG15v1.2.UPF;Te:Te_PBE_FR.SG15v1.2.UPF,prospective,ab520fecf405b2eb9beb39353f418633a8fc425eb3502e8ec3dd47e01193a0a8,cold,False,DFT-D3
relax,81a037dc83ca34f4,,Cr1Sb32Te48,1e-06,0.0146997236,280.0,70.0,False,cell_fingerprint,automatic:2 2 2 1 1 1,False,False,2,smearing,/Users/alina/Project/26MIgrationBench/data_processed/site_stability_proposer/prospective_dft_v1_s42/site_proposer_proposal_02_unique_093_s42/relax.in,Cr:Cr_PBE_FR.SG15v1.2.UPF;Sb:Sb_PBE_FR.SG15v1.2.UPF;Te:Te_PBE_FR.SG15v1.2.UPF,prospective,9fb4e2ee109274d302de213f8165354ffc0a5608dc1578990c0f5957163ddd82,cold,False,DFT-D3
relax,81a037dc83ca34f4,,Cr1Sb32Te48,1e-06,0.0146997236,280.0,70.0,False,cell_fingerprint,automatic:2 2 2 1 1 1,False,False,2,smearing,/Users/alina/Project/26MIgrationBench/data_processed/site_stability_proposer/prospective_dft_v1_s42/site_proposer_proposal_03_unique_088_s42/relax.in,Cr:Cr_PBE_FR.SG15v1.2.UPF;Sb:Sb_PBE_FR.SG15v1.2.UPF;Te:Te_PBE_FR.SG15v1.2.UPF,prospective,5ab11448750132e481e140f11aea39b40786502f51f0fb89920b99b69ba4c605,cold,False,DFT-D3
relax,81a037dc83ca34f4,,Cr1Sb32Te48,1e-06,0.0146997236,280.0,70.0,False,cell_fingerprint,automatic:2 2 2 1 1 1,False,False,2,smearing,/Users/alina/Project/26MIgrationBench/data_processed/site_stability_proposer/prospective_dft_v1_s42/site_proposer_proposal_04_unique_200_s42/relax.in,Cr:Cr_PBE_FR.SG15v1.2.UPF;Sb:Sb_PBE_FR.SG15v1.2.UPF;Te:Te_PBE_FR.SG15v1.2.UPF,prospective,d58abcb5c81ab174618b853f607c0d84b5fd143bdd7cb85952f10da8b1ffe052,cold,False,DFT-D3
